id,reviewed_status,evidence_and_disposition,work_item,verification_state
V9-1821,合理例外,V9.2g 使用者只核定修正還原失敗文字，rollback／清理政策明確留待另議；本次保留原錯誤出口，不把此 ID 當作 V9 自動重寫授權。原語句：for url in sqliteFamily(for: storeURL) where fm.fileExists(atPath: url.path) { try? fm.removeItem(at: url) },docs/work-items/v9.2g-backup-restore-rollback.md,產品政策已核定為本輪延後；還原故障注入與資料完整性未驗收
V9-1822,合理例外,V9.2g 使用者只核定修正還原失敗文字，rollback／清理政策明確留待另議；本次保留原錯誤出口，不把此 ID 當作 V9 自動重寫授權。原語句：if fm.fileExists(atPath: coversURL.path) { try? fm.removeItem(at: coversURL) },docs/work-items/v9.2g-backup-restore-rollback.md,產品政策已核定為本輪延後；還原故障注入與資料完整性未驗收
V9-1823,合理例外,V9.2g 使用者只核定修正還原失敗文字，rollback／清理政策明確留待另議；本次保留原錯誤出口，不把此 ID 當作 V9 自動重寫授權。原語句：if fm.fileExists(atPath: mapsURL.path) { try? fm.removeItem(at: mapsURL) },docs/work-items/v9.2g-backup-restore-rollback.md,產品政策已核定為本輪延後；還原故障注入與資料完整性未驗收
V9-1824,合理例外,V9.2g 使用者只核定修正還原失敗文字，rollback／清理政策明確留待另議；本次保留原錯誤出口，不把此 ID 當作 V9 自動重寫授權。原語句：if fm.fileExists(atPath: aiConversationsURL.path) { try? fm.removeItem(at: aiConversationsURL) },docs/work-items/v9.2g-backup-restore-rollback.md,產品政策已核定為本輪延後；還原故障注入與資料完整性未驗收
V9-1825,合理例外,"V9.2g 使用者只核定修正還原失敗文字，rollback／清理政策明確留待另議；本次保留原錯誤出口，不把此 ID 當作 V9 自動重寫授權。原語句：try? fm.moveItem(at: pair.backup, to: pair.original)",docs/work-items/v9.2g-backup-restore-rollback.md,產品政策已核定為本輪延後；還原故障注入與資料完整性未驗收
V9-1826,合理例外,V9.2g 使用者只核定修正還原失敗文字，rollback／清理政策明確留待另議；本次保留原錯誤出口，不把此 ID 當作 V9 自動重寫授權。原語句：try? fm.removeItem(at: rollback),docs/work-items/v9.2g-backup-restore-rollback.md,產品政策已核定為本輪延後；還原故障注入與資料完整性未驗收
V9-1827,合理例外,V9.2g 使用者只核定修正還原失敗文字，rollback／清理政策明確留待另議；本次保留原錯誤出口，不把此 ID 當作 V9 自動重寫授權。原語句：try? fm.removeItem(at: pending),docs/work-items/v9.2g-backup-restore-rollback.md,產品政策已核定為本輪延後；還原故障注入與資料完整性未驗收
V9-1828,合理例外,V9.2g 使用者只核定修正還原失敗文字，rollback／清理政策明確留待另議；本次保留原錯誤出口，不把此 ID 當作 V9 自動重寫授權。原語句：defer { try? fm.removeItem(at: temporary) },docs/work-items/v9.2g-backup-restore-rollback.md,產品政策已核定為本輪延後；還原故障注入與資料完整性未驗收
V9-1829,合理例外,領域 catch 在同一來源行明確顯示錯誤、拋出具名錯誤或 private 記錄；其資料結果依原領域契約保留，沒有共用 catch 外殼的必要。原語句：catch { throw BackupError.invalidArchive(error.localizedDescription) },docs/work-items/v9-frozen-inventory.md,來源已見明確錯誤出口；故障注入與 GUI 呈現尚待驗收
V9-1830,合理例外,畫面標題、欄位名稱或領域狀態的靜態文字；不是 Button／Menu 操作命令。,docs/work-items/v9-frozen-inventory.md,字面值／重複群已核對；實際文案與輔助描述待畫面驗收
V9-1831,合理例外,查找與替換的查找欄有 FocusState 及 Enter 前進行為，需保留成對搜尋工作流。 此例外只涵蓋欄位共用外殼，首行／focus GUI 仍依驗收清單檢查。,docs/work-items/v9-frozen-inventory.md,來源欄位與父容器契約已核對；CJK／focus／首行 GUI 待驗收
V9-1832,合理例外,查找與替換的替換欄有 Enter 前進行為及啟用替換條件，需保留成對搜尋工作流。 此例外只涵蓋欄位共用外殼，首行／focus GUI 仍依驗收清單檢查。,docs/work-items/v9-frozen-inventory.md,來源欄位與父容器契約已核對；CJK／focus／首行 GUI 待驗收
V9-1833,合理例外,"原生文字 Button；領域字面標題另由 copy 家族核對是否同功能。保留 macOS 原生控制以承載此處 action；對應 button_style／copy ID 仍獨立審核，位置與實際命中須畫面驗收。凍結來源：Button(""上一筆"") { reveal(offset: -1) }",docs/work-items/v9-frozen-inventory.md,來源確認為文字 Button；位置／鍵盤焦點／實際命中及 Light／Dark 待驗收
V9-1834,合理例外,目前固定清單中僅此處使用的領域文案「上一筆」；沒有同功能重複證據，保留具名畫面語境。,docs/work-items/v9-frozen-inventory.md,字面值／重複群已核對；實際文案與輔助描述待畫面驗收
V9-1835,合理例外,"原生文字 Button；領域字面標題另由 copy 家族核對是否同功能。保留 macOS 原生控制以承載此處 action；對應 button_style／copy ID 仍獨立審核，位置與實際命中須畫面驗收。凍結來源：Button(""下一筆"") { reveal(offset: 1) }",docs/work-items/v9-frozen-inventory.md,來源確認為文字 Button；位置／鍵盤焦點／實際命中及 Light／Dark 待驗收
V9-1836,合理例外,目前固定清單中僅此處使用的領域文案「下一筆」；沒有同功能重複證據，保留具名畫面語境。,docs/work-items/v9-frozen-inventory.md,字面值／重複群已核對；實際文案與輔助描述待畫面驗收
V9-1837,合理例外,"原生文字 Button；領域字面標題另由 copy 家族核對是否同功能。保留 macOS 原生控制以承載此處 action；對應 button_style／copy ID 仍獨立審核，位置與實際命中須畫面驗收。凍結來源：Button(""替換"") { replaceCurrent() }",docs/work-items/v9-frozen-inventory.md,來源確認為文字 Button；位置／鍵盤焦點／實際命中及 Light／Dark 待驗收
V9-1838,合理例外,目前固定清單中僅此處使用的領域文案「替換」；沒有同功能重複證據，保留具名畫面語境。,docs/work-items/v9-frozen-inventory.md,字面值／重複群已核對；實際文案與輔助描述待畫面驗收
V9-1839,合理例外,"原生文字 Button；領域字面標題另由 copy 家族核對是否同功能。保留 macOS 原生控制以承載此處 action；對應 button_style／copy ID 仍獨立審核，位置與實際命中須畫面驗收。凍結來源：Button(""全部替換"") { replaceAll() }",docs/work-items/v9-frozen-inventory.md,來源確認為文字 Button；位置／鍵盤焦點／實際命中及 Light／Dark 待驗收
V9-1840,合理例外,目前固定清單中僅此處使用的領域文案「全部替換」；沒有同功能重複證據，保留具名畫面語境。,docs/work-items/v9-frozen-inventory.md,字面值／重複群已核對；實際文案與輔助描述待畫面驗收
V9-1841,合理例外,畫面標題、欄位名稱或領域狀態的靜態文字；不是 Button／Menu 操作命令。,docs/work-items/v9-frozen-inventory.md,字面值／重複群已核對；實際文案與輔助描述待畫面驗收
V9-1842,已共用,"背景引用已命名的 theme／AppTheme 色彩來源；用途與 Light／Dark 對照仍需畫面驗收。 凍結來源：.background(prominent ? Color.accentColor : Color.secondary.opacity(0.1), in: RoundedRectangle(cornerRadius: 7))",docs/work-items/v9-frozen-inventory.md,來源色彩用途已分類；Light／Dark 與 hit-testing 待驗收
V9-1843,已共用,"背景引用已命名的 theme／AppTheme 色彩來源；用途與 Light／Dark 對照仍需畫面驗收。 凍結來源：.background(prominent ? Color.accentColor : Color.secondary.opacity(0.1), in: RoundedRectangle(cornerRadius: 7))",docs/work-items/v9-frozen-inventory.md,來源色彩用途已分類；Light／Dark 與 hit-testing 待驗收
V9-1844,已共用,"背景引用已命名的 theme／AppTheme 色彩來源；用途與 Light／Dark 對照仍需畫面驗收。 凍結來源：.overlay(RoundedRectangle(cornerRadius: 7).stroke(Color.secondary.opacity(0.22), lineWidth: prominent ? 0 : 1))",docs/work-items/v9-frozen-inventory.md,來源色彩用途已分類；Light／Dark 與 hit-testing 待驗收
V9-1845,已共用,背景引用已命名的 theme／AppTheme 色彩來源；用途與 Light／Dark 對照仍需畫面驗收。 凍結來源：private static let secondaryEightPercent = Color.secondary.opacity(0.08),docs/work-items/v9-frozen-inventory.md,來源色彩用途已分類；Light／Dark 與 hit-testing 待驗收
V9-1846,已共用,背景引用已命名的 theme／AppTheme 色彩來源；用途與 Light／Dark 對照仍需畫面驗收。 凍結來源：static let subtleSurface = Color.secondary.opacity(0.06),docs/work-items/v9-frozen-inventory.md,來源色彩用途已分類；Light／Dark 與 hit-testing 待驗收
V9-1847,已共用,背景引用已命名的 theme／AppTheme 色彩來源；用途與 Light／Dark 對照仍需畫面驗收。 凍結來源：static let textEditorBorder = Color.secondary.opacity(0.25),docs/work-items/v9-frozen-inventory.md,來源色彩用途已分類；Light／Dark 與 hit-testing 待驗收
V9-1848,已共用,"直接使用或定義 SailuneIconButton；28 pt 命中、位置及資料 action 仍需畫面驗收。 凍結來源：Button(role: role, action: action) {",docs/work-items/v9-frozen-inventory.md,來源按鈕型態已列；實際命中／鍵盤／Light／Dark 待驗收
V9-1849,已共用,使用既有 PlanningActionStyle 或在 SharedUI 定義共用按鈕外殼；原按鈕位置仍需驗收。,docs/work-items/v9-frozen-inventory.md,來源 style 已核對；實際 hit-test／Light／Dark 待驗收
V9-1850,已共用,提示或輔助名稱已讀取共用文案／元件；仍需 VoiceOver 與命中驗收。,docs/work-items/v9-frozen-inventory.md,來源描述已分類；VoiceOver／滑鼠提示仍待驗收
V9-1851,已共用,提示或輔助名稱已讀取共用文案／元件；仍需 VoiceOver 與命中驗收。,docs/work-items/v9-frozen-inventory.md,來源描述已分類；VoiceOver／滑鼠提示仍待驗收
V9-1852,已共用,已接入共用 InsetTextEditor，原 Binding 與最小高度保留；仍需代表畫面驗收首行、焦點和組字。,docs/work-items/v9.1x-field-first-line-inset-audit.md,待實際 UI 驗收
V9-1853,已共用,背景引用已命名的 theme／AppTheme 色彩來源；用途與 Light／Dark 對照仍需畫面驗收。 凍結來源：.background(SailuneTheme.textEditorSurface),docs/work-items/v9-frozen-inventory.md,來源色彩用途已分類；Light／Dark 與 hit-testing 待驗收
V9-1854,已共用,背景引用已命名的 theme／AppTheme 色彩來源；用途與 Light／Dark 對照仍需畫面驗收。 凍結來源：.background(SailuneTheme.textEditorSurface),docs/work-items/v9-frozen-inventory.md,來源色彩用途已分類；Light／Dark 與 hit-testing 待驗收
V9-1855,已共用,背景引用已命名的 theme／AppTheme 色彩來源；用途與 Light／Dark 對照仍需畫面驗收。 凍結來源：.overlay(RoundedRectangle(cornerRadius: 8).stroke(SailuneTheme.textEditorBorder)),docs/work-items/v9-frozen-inventory.md,來源色彩用途已分類；Light／Dark 與 hit-testing 待驗收
V9-1856,已共用,已接入共用圓角多行 editor；使用者地點簡介截圖證實首行安全距不足，V9.1am U／實際畫面驗收未完成。,docs/work-items/v9.1am-bordered-editor-first-line-inset.md,待實際 UI 驗收
V9-1857,已共用,背景引用已命名的 theme／AppTheme 色彩來源；用途與 Light／Dark 對照仍需畫面驗收。 凍結來源：.overlay(RoundedRectangle(cornerRadius: 8).stroke(SailuneTheme.textEditorBorder)),docs/work-items/v9-frozen-inventory.md,來源色彩用途已分類；Light／Dark 與 hit-testing 待驗收
V9-1858,已共用,來源已引用共用單行／搜尋欄位或位於其實作；原 Binding 與外層行為仍須依畫面核對。,docs/work-items/v9-frozen-inventory.md,來源分類已複核；具體 UI／資料驗收待完成
V9-1859,已共用,來源已讀取 SailuneSymbol 語意 key；同功能字形是否一致依集中表與畫面驗收。,docs/work-items/v9-frozen-inventory.md,來源語意已複核；字形與輔助功能畫面驗收待完成
